Artist,Location,Coordinates,Location Notes,Name,Year,Description,Neighborhood,Latitude,Longitude,ID
Matthew Zaremba,"Underground at Ink Block, 90 Traveler Street, Boston, MA 02118","42.345023834047964, -71.06052905619565",,"For Giving, For Getting",2019,"Following the success of the inaugural 9 mural installation in 2017, the Underground Mural Project 2019 brought 9 additional murals to the park this summer. Bringing together local, national, and international artists, this powerful and impactful public art installation creates one of the largest installations of public street art and infrastructure engagement in New England. This mural features two hands, one holding a red heart and one with the palm facing upward. The title of the mural, ""For giving and for getting"" is painted above the hands.",South End,42.345023834047964,-71.06052905619565,53
Maria Molteni,"BCYF Perkins Center, 155 Talbot Ave, Dorchester, MA 02124","42.29225207015424, -71.08020437517443",Harambee Park Basketball Court,Hard in the Paint,2017,"""Hard in the Paint"" is a public basketball court makeover by former Boston AIR Maria Molteni and youth from BCYF Perkins Center, painted with and by community members. With ""Boston's Got Wings"" painted in the center, the margins are filled with free-form painting in bright colors.",Dorchester,42.29225207015424,-71.08020437517443,54
Marcelo Ment,"Dorchester Laundry, 1720 Dorchester Ave, Boston, MA 02124","42.29151678132504, -71.06257494633854",King St side of building,Boston Strong,2016,"During a residency at Brandeis University, Brazilian artist Marcelo Ment worked with Greater Ashmont Main Street to paint this mural on Dorchester Ave. The mural features positive messages worked into the images of a girl, a dog, two hands together, and a row of three-family houses.",Dorchester,42.29151678132504,-71.06257494633854,55
Liz LaManche,"402 Saratoga St, Boston, MA 02128","42.37937708522687, -71.02974680215615","On sidewalk surface, in front of Bermudez Market",Mystery Map,2018,"Created as a Play Around the City project, Liz LaManche's sidewalk mural features lines and circles in four bright colors, encouraging pedestrians to make the paths into games.",East Boston,42.37937708522687,-71.02974680215615,56
"Lisa Jeanne Graf, Bea Graf","Trotter School Playground, 135 Humboldt Ave, Boston, MA 02121","42.31575228046447, -71.08811437332238",On sidewalk surface,Play and Yay!,2018,"Created as a Play Around the City project, artist Lisa Jeanne Graf's and her daughter, Beatrice Graf's ""Play and Yay!"" resembles the outlines of a coloring book on the sidewalk in front of the Trotter School Playground. Visitors are encouraged to add their own chalk colors or use the swirling lines for games. ",Roxbury,42.31575228046447,-71.08811437332238,57
Lena McCarthy,"Maurice J Tobin School, 40 Smith St, Roxbury, MA 02120","42.33310247231317, -71.0983383021577",,Untitled (Tobin School),2018,Lena McCarthy's mural shows dandelions and other colorful plant life on a grand scale. Walk around the school building to see more murals by local artists.,Roxbury,42.33310247231317,-71.0983383021577,58
Laura DeDonato Wiatt,"John W. McCormack Middle School, 315 Mt Vernon St, Dorchester, MA 02125","42.31801890906809, -71.04318710215821","Northwest corner of building, visible from Mt Vernon St going towards UMass Boston",Greetings from Columbia Point,2017,"Painted in the manner of a vintage postcard, ""Greetings from Columbia Point"" shows a happy picnic scene with the Boston Harbor and skyline in the background. Buildings from UMass Boston's nearby campus help fill in the letters. The mural extends out from the border of the postcard, with picnic goers offering food and flying a kite, a rock-climber hanging decorations, and a child painting hearts on the wall.",Dorchester,42.31801890906809,-71.04318710215821,59
Kit Collins,"224 Western Ave, Boston, MA 02134","42.362729230979774, -71.13077090370788",On the fence abutting Dunkin' on Spurr St,"Puzzle Me, Allston-Brighton!",2021,"In ""Puzzle Me, Allston-Brighton!"" Kit Collin painted 44 illustrations of important places and symbols of the neighborhoods. There are even several murals within this mural! If you’re stumped, you can find a complete map of them here (https://edportal.harvard.edu/puzzle-me-allston-brighton).",Allston,42.362729230979774,-71.13077090370788,60
Kenji Chai,"Madison Park Technical Vocational High School, 75 Malcolm X Blvd, Boston, MA 02121","42.33204691212508, -71.08996914131735",Courtyard next to Building 5,The Hidden Dragon,2019,"More commonly known for his blue dog graffiti, Malaysian artist Kenji Chai hid this purple dragon in Madison Park's courtyard. Towering over the mountains and clouds, the dragon looks fierce in spite of being struck with numerous arrows.",Roxbury,42.33204691212508,-71.08996914131735,61
K Jameel Parker,"585 Washington St, Boston, MA 02124","42.291220370836754, -71.07210350703862",North wall of parking lot off Washington St,Faces of Codman Square,2002,"In “Faces of Codman Square,” Jameel Parker painted portraits of neighbors. Although not from Boston, a portrait of Charles Walgreen is also included as a nod to the mural's location. Besides the portraits, Parker included several historic landmarks. ",Dorchester,42.291220370836754,-71.07210350703862,62
"Julia Csekö, in collaboration with Eddie Maisonet ","141 McBride St., Jamaica Plain, MA 02130","42.30590172362457, -71.1098545846916",On east side of the building along the parking lot.,A Message to the Future,2021,"Julia Csekö’s design is located in three panels on the east side of the Extra Space Storage building along the parking lot, and was painted by StudioFresh in 2022. The mural competition entailed a 5-month process, run by a committee of Stonybrook Neighborhood Association volunteers, and utilizing a jury of seven art professionals and JP community representatives to choose the final artwork. The murals are a result of ten years of the SNA’s advocacy for a community benefit package, overseen by the Boston Planning and Development Agency (BPDA), and funded by SSG Development and Construction, which built this large mixed-use project on once contaminated property. ",Jamaica Plain,42.30590172362457,-71.1098545846916,63
"Julia ""Julz"" Roth and Cedric ""Vise 1"" Douglas","East Boston Harbor Shipyard & Marina, 218 Marginal St, Boston, MA 02128, USA","42.36424862943932, -71.03315954373655",,The Calling,2020,"""The Calling"" shows a young child holding a conch shell to his ear. The native seaweed in the foreground is a stark contrast to the smoking factory towers in the background. 

This mural is part of Sea Walls: Artists for Oceans, an international public art initiative by PangeaSeed Foundation that seeks to raise awareness about environmental challenges through murals. ",East Boston,42.36424862943932,-71.03315954373655,64
Josie Morway,"East Boston Harbor Shipyard & Marina, 256 Marginal St, East Boston, MA 02128","42.363954775302574, -71.03234706886144","Across from Building 12 (the Downeast Cider House), on the south side of Marginal St",Fight the Rise,2020,"In this two-paneled mural, two native and endangered roseate terns fly with open wings. The urban background along the shoreline and the rising water level reference threats to the terns' habitat.

This mural is part of Sea Walls: Artists for Oceans, an international public art initiative by PangeaSeed Foundation that seeks to raise awareness about environmental challenges through murals. ",East Boston,42.363954775302574,-71.03234706886144,65
Jessie Unterhalter and Katey Truhn,"273 Western Ave, Allston, MA 02134","42.3643035913187, -71.13338494173396",All sides of the building,Allumination,2017,"“Allumination” features the repeating lines characteristic of Baltimore-based team, Jessie and Katey. Found materials such as bottle caps form patterns within the lines. Unlike most murals, this design spills from the building onto the sidewalk.

This mural is part of Zone 3, a Harvard University initiative that started in 2015 to add public art, creative pop-ups, and community events in Allston. Although centered on a hub of buildings at 267 Western Ave, Zone 3 works within the larger neighborhood along the Western Ave corridor.",Allston,42.3643035913187,-71.13338494173396,66
"Jeremy “Sobek” Harrison, EYEVAN","Fields Corner underpass, Dorchester Avenue, Boston MA, 02122","42.30030546836266, -71.06022732772263",Underpass between the Fields Corner busways,Untitled,2020,"The first mural fully funded by the nearby Dorchester Art Project (DAP), this depiction of a red line train is fiitting for its location on the Dorchester Ave underpass.",Dorchester,42.30030546836266,-71.06022732772263,67
Jeremy “Sobek” Harrison,"Roxbury Branch of the Boston Public Library, 149 Dudley St, Roxbury, MA 02119","42.33201764888748, -71.08247950182269",Inside library by African American collection,Turmoil,2022,"This is the second of two public art projects that complemented the renovation of the Roxbury Branch of the Boston Public Library. The site is located in the library's main entrance, housing the African-American collection. 

",Roxbury,42.33201764888748,-71.08247950182269,68
Iker Muro,"Underground at Ink Block, 90 Traveler Street, Boston, MA 02122","42.345023834047964, -71.06052905619565",,Untitled,2019,"Up close, Muro’s mural may look like distorted shapes and unconnected blocks of color. However, there is one vantage point on Traveler Street where the colors line up to form perfect circles. 

Underground at Ink Block opened after five years of planning, permitting, design, construction and leasing led by MassDOT in cooperation with the community, City of Boston, Boston Planning & Development Agency and the Federal Highway Administration. Through a public bid process, National Development, developer of Ink Block, was selected and has entered into a long-term lease as operator of the park. This park adds to the transformation of this area known as Ink Block, a seven building mixed-use community that has revitalized the New York Streets section of the South End.",South End,42.345023834047964,-71.06052905619565,69
"Heidi Schork, Michael Evans","Boston City Hall, 1 City Hall Square, Boston MA 02201","42.36049318452591, -71.05760676406486",South elevators on the 6th floor,Married in Boston,2017,"""Married in Boston"" serves as a frequent photo backdrop for the many people picking up their marriage license from City Hall. Painted in the style of chalkboard art, the mural leaves plenty of space in the center for newlyweds to pose.",Downtown,42.36049318452591,-71.05760676406486,70
"Heidi Schork, Mayor's Mural Crew","Boston City Hall, 1 City Hall Square, Boston MA 02201","42.36049318452591, -71.05760676406486",3rd Floor of Boston City Hall,Snow Day,2019,"""Snow Day"" is one of the four season murals inside the Boston City Hall Daycare. Using the Boston Basic Campaign's principles of early childhood developement, each mural has activities for caregivers and children that include pointing, counting, and telling stories. ",Downtown,42.36049318452591,-71.05760676406486,71
"Heidi Schork, Mayor's Mural Crew","Clementine Park, ""162-166 Centre St, Boston, MA 02124","42.2921791124042, -71.06530212788618",Murals on wall of adjacent building at 5 Clementine Park,Bird and Butterfly 1,2019,"In this neighborhood park, Heidi Schork and the Mayor's Mural Crew painted a bird and butterfly in yellow set against maroon backgrounds. The style of the murals was inspired by gold-inked victorian book covers that reflect the history of the neighborhood.",Dorchester,42.2921791124042,-71.06530212788618,72
"Heidi Schork, Mayor's Mural Crew","Clementine Park, ""162-166 Centre St, Boston, MA 02124","42.2921791124042, -71.06530212788618",Murals on wall of adjacent building at 5 Clementine Park,Bird and Butterfly 2,2019,"In this neighborhood park, Heidi Schork and the Mayor's Mural Crew painted a bird and butterfly in yellow set against maroon backgrounds. The style of the murals was inspired by gold-inked victorian book covers that reflect the history of the neighborhood.",Dorchester,42.2921791124042,-71.06530212788618,73
"Heidi Schork, Mayor's Mural Crew","Arboretum Road, Boston, MA 02131","42.296060818025595, -71.1202319206619","end Arboretum Road, leading into Bussey Brook Meadow",Arnold Arboretum Tunnel Flowers,2019,Silhouettes of flowers and leaves cover the inside of the pedestrian tunnel that leads into the Arnold Arboretum's Bussey Brook Meadow.,Roslindale,42.296060818025595,-71.1202319206619,74
"Heidi Schork, Mayor's Mural Crew","Gentle Dental, 612 Centre St, Jamaica Plain, MA 02130","42.31444311628083, -71.11385761565064",St John St. side of building,Don't Forget to Smile - Gentle Dental,2018,"Aptly painted on the side of a dental office, this mural by the Mayor's Mural Crew reminds us to smile (and floss).",Jamaica Plain,42.31444311628083,-71.11385761565064,75
"Heidi Schork, Mayor's Mural Crew","Lopez the Florist, 742 Adams St, Dorchester, MA 02122","42.284422159164926, -71.05525181534355",Saranac St side of building,Flowers at Lopez Florist,2017,"Aptly painted on the exterior wall of Lopez's Florist Shop, this mural features large-scale flowers painted in two tones of bright green against a gray background. ",Dorchester,42.284422159164926,-71.05525181534355,76
"Heidi Schork, Mayor's Mural Crew","4 Brother's Market, 3997 Washington St, Roslindale, MA 02131","42.293103113199656, -71.12150105983082",Archdale Rd side of building,Bodega Kitty,2017,"Painted over a previous mural of a dove, ""Bodega Cat"" features a large tabby cat lounging but alert and surrounded by canned goods. ",Roslindale,42.293103113199656,-71.12150105983082,77
"Heidi Schork, Mayor's Mural Crew","Distraction Brewing Co., 2 Belgrade Ave, Roslindale, MA 02131","42.28711571947458, -71.1300781886669",Birch Street side of building,Birch Trees,2017,"Aptly painted on Birch Street, this sepia-toned mural features a forest of birch trees and several groups of rabbits.",Roslindale,42.28711571947458,-71.1300781886669,78
"Heidi Schork, Mayor's Mural Crew","Whole Foods, 413 Centre St, Jamaica Plain, MA 02130","42.32172286691537, -71.1109450444863","Front of building, facing Centre St",Butterflies and Plants 1,2017,"Painted over previous murals, these two vegetal murals feature lush plants and monarch butterflies.",Jamaica Plain,42.32172286691537,-71.1109450444863,79
"Heidi Schork, Mayor's Mural Crew","Whole Foods, 413 Centre St, Jamaica Plain, MA 02130","42.32172286691537, -71.1109450444863","Front of building, facing Centre St",Butterflies and Plants 2,2017,"Painted over previous murals, these two vegetal murals feature lush plants and monarch butterflies.",Jamaica Plain,42.32172286691537,-71.1109450444863,80
"Heidi Schork, Mayor's Mural Crew","Dr. Dental, 55 Meridian St, East Boston, MA 02128","42.37182948485985, -71.03866397146925","Rear wall of building, facing Paris Street",To Immigrants with Love: East Boston 1,2017,"Inspired by the Define American and I Am An Immigrant national campaigns, the three part ""To Immigrants with Love"" mural series represents Boston's commitment to stand with immigrant communities. The East Boston mural features the portraits of two local immigrants: Veronica Robles and Carmello Scire. Since Robles came to Boston from Mexico in 2000, she has become a cultural ambassador, educator, community activist, and founded the Veronica Robles Cultural Center focused on Latin American arts. Scire immigrated from Sicily to Boston in the early 1930s and founded the catering company Carlo’s Carmelo in East Boston, which is currently run by his grandson's family.",East Boston,42.37182948485985,-71.03866397146925,81
"Heidi Schork, Mayor's Mural Crew","Dr. Dental, 55 Meridian St, East Boston, MA 02128","42.37182948485985, -71.03866397146925","Rear wall of building, facing Paris Street",To Immigrants with Love: East Boston 2,2017,"Inspired by the Define American and I Am An Immigrant national campaigns, the three part ""To Immigrants with Love"" mural series represents Boston's commitment to stand with immigrant communities. The East Boston mural features the portraits of two local immigrants: Veronica Robles and Carmello Scire. Since Robles came to Boston from Mexico in 2000, she has become a cultural ambassador, educator, community activist, and founded the Veronica Robles Cultural Center focused on Latin American arts. Scire immigrated from Sicily to Boston in the early 1930s and founded the catering company Carlo’s Carmelo in East Boston, which is currently run by his grandson's family.",East Boston,42.37182948485985,-71.03866397146925,82
"Heidi Schork, Mayor's Mural Crew","Atlas Wine & Liquors, 591 Hyde Park Ave, Roslindale, MA 02131","42.280421760608796, -71.11917800215947",Hyde Park Ave and Cummins Highway sides of building,To Immigrants with Love: Roslindale,2017,"Inspired by the Define American and I Am An Immigrant national campaigns, the three part ""To Immigrants with Love'' mural series represents Boston's commitment to stand with immigrant communities. The Roslindale mural features portraits of three local immigrants: Alex Castillo and Louis and Beatrice White. Castillo came to the US from the Dominican Republic as a child and now works in IT and owns Digitech Electronic Solutions. The Whites, originally the Weitzmans before their name was changed at Ellis Island, came from Russia and founded Atlas Wine & Liquors, which is now run by their grandchildren.",Roslindale,42.280421760608796,-71.11917800215947,83
"Heidi Schork, Mayor's Mural Crew","Mary Ellen Welch Greenway, Jeffries Point, East Boston 02128","42.368314, -71.038761",Sumner Street bridge underpass,To Immigrants with Love: Grandmothers,2017,"Inspired by the Define American and I Am An Immigrant national campaigns, the three part ""To Immigrants with Love"" mural series represents Boston's commitment to stand with immigrant communities. The East Boston Grandmothers mural features ten portraits of local residents' grandmothers who immigrated to Boston. The central figures are rolling dough--be it for pasta, tortillas, or another food from home--and represent the common memories of a grandmother's kitchen.",East Boston,42.368314,-71.038761,84
"Heidi Schork, Mayor's Mural Crew","Merengue Restaurant, 156 Blue Hill Avenue, Boston, MA 02125","42.31933423826136, -71.0775419444864",Julian St side of building,Become a Big Sister,2016,"Painted as a testament to the mentoring fostered by the Big Sister Association of Greater Boston, the ""Become a Big Sister"" mural features three pairs of sisters. Set against a bright green background with flowers, the mural conveys happy and vibrant relationships. Viewers are encouraged to become a big sister as well, with the organization's contact information in the lower right corner.",Dorchester,42.31933423826136,-71.0775419444864,85
"Heidi Schork, Mayor's Mural Crew","Roxbury Center for the Performing Arts, 1033 Blue Hill Avenue
Boston, MA 02124","42.289329013897174, -71.0901211886668",Blue Hill Ave side of building,Roxbury Center for the Performing Arts,2016,Heidi Schork and the Mayor's Mural Crew's mural on the side of the Roxbury Center for the Performing Arts fittingly features dancers in a variety of ballet poses.,Roxbury,42.289329013897174,-71.0901211886668,86
"Heidi Schork, Mayor's Mural Crew","American Dry Cleaners, 1726 Dorchester Ave, Dorchester, MA 02124","42.29114783628344, -71.06273553099496",Saint Marks St side of building,Ray Bolger as the Scarecrow,2016,Heidi Schork and the Mayor's Mural Crew memorialized actor Ray Bolger (1904 -1987) in his best-known role best as the Scarecrow from the 1939 classic film The Wizard of Oz. Bolger was originally from Dorchester and graduated from Codman Square's Oliver Wendell Holmes Grammar School and Dorchester High before working his way to Broadway.,Dorchester,42.29114783628344,-71.06273553099496,87
"Heidi Schork, Mayor's Mural Crew","48 Temple Pl, Boston, MA 02111","42.35532689062837, -71.06169308866464",Alley between Winter Street (near Yvonne’s) to Temple Place (near Stoddard’s Fine Food and Ale),Literary District Alley 1,2016,"Tucked between Winter Street and Temple Place, this mural pays homage to the many authors who lived and wrote in Boston. Pedestrians are surrounded by vibrantly-colored portraits and quotes as they walk through this alley in Boston's Literary District.",Downtown,42.35532689062837,-71.06169308866464,88
"Heidi Schork, Mayor's Mural Crew","48 Temple Pl, Boston, MA 02111","42.35532689062837, -71.06169308866464",Alley between Winter Street (near Yvonne’s) to Temple Place (near Stoddard’s Fine Food and Ale),Literary District Alley 2,2016,"Tucked between Winter Street and Temple Place, this mural pays homage to the many authors who lived and wrote in Boston. Pedestrians are surrounded by vibrantly-colored portraits and quotes as they walk through this alley in Boston's Literary District.",Downtown,42.35532689062837,-71.06169308866464,89
"Heidi Schork, Mayor's Mural Crew","48 Temple Pl, Boston, MA 02111","42.35532689062837, -71.06169308866464",Alley between Winter Street (near Yvonne’s) to Temple Place (near Stoddard’s Fine Food and Ale),Literary District Alley 3,2016,"Tucked between Winter Street and Temple Place, this mural pays homage to the many authors who lived and wrote in Boston. Pedestrians are surrounded by vibrantly-colored portraits and quotes as they walk through this alley in Boston's Literary District.",Downtown,42.35532689062837,-71.06169308866464,90
"Heidi Schork, Mayor's Mural Crew","Camilo Liquors III, 7 Edgewater Dr., Boston, MA 02126","42.267006709695856, -71.09487464448812",River St side of building,Dos Montanas,2015,"This Mattapan mural painted by Heidi Schork and the Mayor's Mural Crew features five people in a small boat supported by a mermaid. The water, distant land, and sky are depicted with patterned, geometric plants and clouds. A banner overhead reads ""Dos montanas no se juntan pero dos gentes, si,"" a common expression in the Dominican Republic which translates into English as ""two mountains cannot unite but two people can.""",Mattapan,42.267006709695856,-71.09487464448812,91
"Heidi Schork, Mayor's Mural Crew","America's Food Basket, 926 Cummins Hwy, Mattapan, MA 02126","42.26843976652813, -71.0945668175034",On wall next to parking lot,Taste of Home / Gou Lakay Mwen / Sabor de Casa 1,2015,"""Taste of Home / Gou Lakay Mwen / Sabor de Casa"" depicts an outdoor food market, fitting for its location on the exterior wall of Mattapan's America's Food Basket grocery store. Heidi Schork and the Mayor's Mural Crew painted over 30 people, including vendors selling a variety of fresh produce under umbrellas, buyers carrying baskets, and a truck bringing new wares directly from a farm.",Mattapan,42.26843976652813,-71.0945668175034,92
"Heidi Schork, Mayor's Mural Crew","America's Food Basket, 926 Cummins Hwy, Mattapan, MA 02126","42.26843976652813, -71.0945668175034",On wall next to parking lot,Taste of Home / Gou Lakay Mwen / Sabor de Casa 2,2015,"""Taste of Home / Gou Lakay Mwen / Sabor de Casa"" depicts an outdoor food market, fitting for its location on the exterior wall of Mattapan's America's Food Basket grocery store. Heidi Schork and the Mayor's Mural Crew painted over 30 people, including vendors selling a variety of fresh produce under umbrellas, buyers carrying baskets, and a truck bringing new wares directly from a farm.",Mattapan,42.26843976652813,-71.0945668175034,93
"Heidi Schork, Mayor's Mural Crew","America's Food Basket, 926 Cummins Hwy, Mattapan, MA 02126","42.26843976652813, -71.0945668175034",On wall next to parking lot,Taste of Home / Gou Lakay Mwen / Sabor de Casa 3,2015,"""Taste of Home / Gou Lakay Mwen / Sabor de Casa"" depicts an outdoor food market, fitting for its location on the exterior wall of Mattapan's America's Food Basket grocery store. Heidi Schork and the Mayor's Mural Crew painted over 30 people, including vendors selling a variety of fresh produce under umbrellas, buyers carrying baskets, and a truck bringing new wares directly from a farm.",Mattapan,42.26843976652813,-71.0945668175034,94
"Heidi Schork, Mayor's Mural Crew","Brother's Liquors, 368 Warren St, Roxbury, MA 02119","42.31845534047725, -71.08155600215821",Maywood St side of building,My Brother's Keeper,2015,"""My Brother's Keeper"" shows a young boy and a man talking while sitting on a stoop next to text asking ""Am I My Brother's Keeper?"" Beginning in 2014, Boston has taken part in President Barack Obama's initiative My Brother's Keeper to dismantle social, economical, and educational barriers for youth through mentorship.",Roxbury,42.31845534047725,-71.08155600215821,95
"Heidi Schork, Mayor's Mural Crew","City of Boston Animal Care and Control, 26 Mahler Rd, Roslindale, MA 02131","42.295085384916064, -71.12180324177173",In the lobby,Animal Care and Control Lobby,2019,Heidi Schork and the Mayor's Mural Crew painted a series of gray-scale pet portraits on pastel backgrounds to hang in the lobby of the City's Animal Care and Control building.,Roslindale,42.295085384916064,-71.12180324177173,96
"Heidi Schork, Mayor's Mural Crew","Boston Community Leadership Academy (BCLA), 655 Metropolitan Ave, Boston, MA 02136","42.263257051998046, -71.11779271904066",In school cafeteria,BCLA students,2018,"Heidi Schork, the Mayor's Mural Crew, and BCLA students works together on this series of murals. The portraits are based off of BCLA students doing various school activities--readdinger, socializing in a library, eating lunch, and playing basketball.",Hyde Park,42.263257051998046,-71.11779271904066,97
Greg Lamarche,"Underground at Ink Block, 90 Traveler Street, Boston, MA 02121","42.345023834047964, -71.06052905619565",,Choice,2019,"When creating art, Greg Lamarche draws on his background in publishing magazines and collections of vintage printed matters. His mural “Choice” repeats the word several times, varying the font and colors with each letter.  

Underground at Ink Block opened after five years of planning, permitting, design, construction and leasing led by MassDOT in cooperation with the community, City of Boston, Boston Planning & Development Agency and the Federal Highway Administration. Through a public bid process, National Development, developer of Ink Block, was selected and has entered into a long-term lease as operator of the park. This park adds to the transformation of this area known as Ink Block, a seven building mixed-use community that has revitalized the New York Streets section of the South End.",South End,42.345023834047964,-71.06052905619565,98
"Genaro ""GoFive"" Ortega, Rob ""Problak"" Gibbs, Brandalizm, Sneha ""IMAGINE"" Shrestha, Luis “Take1” Taforo","John D. O'Bryant School of Mathematics and Science, 55 Malcolm X Blvd, Boston, MA 02120","42.33129710809374, -71.08836793099361",Parking lot ramp east of Building 3,Tiger Style,2016,"A large white tiger with blue eyes is painted rounding the corner at the bottom of the parking ramp. The tiger is O'Bryant School's mascot and appears throughout the school, from the ""Eye of the Tiger"" newsletters to the ""Tiger Zone"" academic support programs to the names of its sports teams.",Roxbury,42.33129710809374,-71.08836793099361,99
"Genaro ""GoFive"" Ortega","Madison Park Technical Vocational High School, 75 Malcolm X Blvd, Boston, MA 02120","42.33204691212508, -71.08996914131735","Building 7, southeast wall",Mel King,2019,"Genaro ""GoFive"" Ortega's contemplative portrait of Mel King (b 1928) is done in black and white, with the exception of a bright red cardinal perched on King's shoulder. King, a long-time leader for local activism and organizing, graduated from Boston Technical High School (now John D. O'Bryant School of Mathematics & Science) and later taught math in the Boston Public Schools.",Roxbury,42.33204691212508,-71.08996914131735,100
"Genaro ""GoFive"" Ortega","Peters Park Art Wall, 1277 Washington St, Boston, MA 02118","42.34713488327067, -71.06461487147017",,Reflect the Times,2017,"Countless works of art have appeared on this wall in Peters Park since it was designated as a legal graffiti spot in the 1980s. The current mural, Genaro ""GoFive"" Ortega's “Reflect the Times,” features a Black woman draped in an American flag, breaking golden chains while pigeons fly away.",South End,42.34713488327067,-71.06461487147017,101
"Genaro ""GoFive"" Ortega","Underground at Ink Block, 90 Traveler Street, Boston, MA 02120","42.345023834047964, -71.06052905619565",,Sacred Journey,2019,"Boston-based artist Genaro ""GoFive"" Ortega’s mural “Sacred Journey” features an older man smudging, or burning sage, against a background of red and yellow geometric blocks. Around the corner, the smoke from the sage reaches a woman carrying a baby in a cradleboard.

Underground at Ink Block opened after five years of planning, permitting, design, construction and leasing led by MassDOT in cooperation with the community, City of Boston, Boston Planning & Development Agency and the Federal Highway Administration. Through a public bid process, National Development, developer of Ink Block, was selected and has entered into a long-term lease as operator of the park. This park adds to the transformation of this area known as Ink Block, a seven building mixed-use community that has revitalized the New York Streets section of the South End.",South End,42.345023834047964,-71.06052905619565,102
"Fernando Ayala Cuellar, Heidi Schork, Mayor's Mural Crew","Happy Market and Spirits, 128 South St, Jamaica Plain, MA 02130","42.30571643388116, -71.1144992868151",Boynton St side of building,Untitled,2016,"Artist Fernando Ayala, originally from Monterrey, Mexico, worked with the Mayor's Mural Crew and the Consulado de México en Boston on this colorful mural inspired by pre-Hispanic influences.",Jamaica Plain,42.30571643388116,-71.1144992868151,103
"Faduma Sharifnoor, LeEr Li, Shurel Codrington, Yousra Ali, Iiman Abdirahman","Castle Square Tenants Organization, 476 Tremont St., Boston, MA 02117","42.346314651976066, -71.0688975733213",On window of building in alley,Connected Community,2022,"Designed and painted by Media Makers interns in Castle Square Tenant Organization, this mural shows ten windows looking out at activities the Castle Square community participates in, all connected by the willow leaves of the neighborhood's willow tree. Interns were inspired by community workshops they hosted with elementary school aged youth, other teens, and seniors.",South End,42.346314651976066,-71.0688975733213,104
Ewok,"Underground at Ink Block, 90 Traveler Street, Boston, MA 02126","42.345023834047964, -71.06052905619565",,Untitled,2017,"Ewok’s mural features a replica of Leonardo da Vinci’s famous drawing, The Vitruvian Man, atop large gray letters that spell out “BE MORE HUMAN.”

Underground at Ink Block opened after five years of planning, permitting, design, construction and leasing led by MassDOT in cooperation with the community, City of Boston, Boston Planning & Development Agency and the Federal Highway Administration. Through a public bid process, National Development, developer of Ink Block, was selected and has entered into a long-term lease as operator of the park. This park adds to the transformation of this area known as Ink Block, a seven building mixed-use community that has revitalized the New York Streets section of the South End.",South End,42.345023834047964,-71.06052905619565,105
"Douglas ""Hoxxoh"" Hoekzema","Underground at Ink Block, 90 Traveler Street, Boston, MA 02126","42.345023834047964, -71.06052905619565",,Untitled,2017,"Miami-based artist Douglas "" Hoxxoh"" Hoekzema’s designs usually start with concentric rings. The rings are then pushed and pulled into complex designs that resemble vortexes. The black background emphasizes his use of bright colors and fine lines.

Underground at Ink Block opened after five years of planning, permitting, design, construction and leasing led by MassDOT in cooperation with the community, City of Boston, Boston Planning & Development Agency and the Federal Highway Administration. Through a public bid process, National Development, developer of Ink Block, was selected and has entered into a long-term lease as operator of the park. This park adds to the transformation of this area known as Ink Block, a seven building mixed-use community that has revitalized the New York Streets section of the South End.",South End,42.345023834047964,-71.06052905619565,106
Destiny Palmer,"BCYF Gallivan Community Center, 61 Woodruff Way, Mattapan, MA 02127","42.27521958469448, -71.08241345889993",,Dreaming Isn’t So Concrete,2019,"One of four Boston murals commissioned through Pepsi's ""Canvas for Change"" series, Palmer’s piece features abstract shapes and lines in deeply saturated colors. ",Mattapan,42.27521958469448,-71.08241345889993,107
"David ""Don Rimx"" Sepulveda, Victor ""Marka27"" Quiñonez, and Rob ""ProBlak"" Gibbs","Underground at Ink Block, 90 Traveler Street, Boston, MA 02126","42.345023834047964, -71.06052905619565",,Untitled,2017,"Local artists David ""Don Rimx"" Sepulveda, Victor ""Marka27"" Quiñonez, and Rob ""ProBlak"" Gibbs collaborated on this large-scale mural. Characteristics of each artist are visible: Quiñonez’s stylized feathers, Sepulveda’s outlined strings of beads, and Gibbs’s blended galactic background.

Underground at Ink Block opened after five years of planning, permitting, design, construction and leasing led by MassDOT in cooperation with the community, City of Boston, Boston Planning & Development Agency and the Federal Highway Administration. Through a public bid process, National Development, developer of Ink Block, was selected and has entered into a long-term lease as operator of the park. This park adds to the transformation of this area known as Ink Block, a seven building mixed-use community that has revitalized the New York Streets section of the South End.",South End,42.345023834047964,-71.06052905619565,108
"David ""Don Rimx"" Sepulveda","Madison Park Technical Vocational High School, 75 Malcolm X Blvd, Boston, MA 02120","42.33204691212508, -71.08996914131734","Building 4, east wall",Sangre Indígena,2020,"“Sangre Indígena"" is a large-scale portrait of an Indigenous woman painted in David ""Don Rimx"" Sepulveda's signature style: with bright bands of saturated color separated by thick black lines. With this mural, Don Rimx seeks to illuminate the continued erasure of Indigenous people.",Roxbury,42.33204691212508,-71.08996914131734,109
